week,k,scenario,posterior_value
2023-12-09,0.15,A-2023-08-14,0.12098765432098765
2023-12-09,0.15,B-2023-08-14,0.2222222222222222
2023-12-09,0.15,C-2023-08-14,0.11604938271604938
2023-12-09,0.15,D-2023-08-14,0.20123456790123456
2023-12-09,0.15,E-2023-08-14,0.14074074074074075
2023-12-09,0.15,F-2023-08-14,0.19876543209876543
2023-12-16,0.15,A-2023-08-14,0.12345679012345678
2023-12-16,0.15,B-2023-08-14,0.2308641975308642
2023-12-16,0.15,C-2023-08-14,0.11358024691358025
2023-12-16,0.15,D-2023-08-14,0.2111111111111111
2023-12-16,0.15,E-2023-08-14,0.13209876543209875
2023-12-16,0.15,F-2023-08-14,0.18888888888888888
2023-12-23,0.15,A-2023-08-14,0.12962962962962962
2023-12-23,0.15,B-2023-08-14,0.21975308641975308
2023-12-23,0.15,C-2023-08-14,0.11481481481481481
2023-12-23,0.15,D-2023-08-14,0.2234567901234568
2023-12-23,0.15,E-2023-08-14,0.11728395061728394
2023-12-23,0.15,F-2023-08-14,0.19506172839506172
2023-12-30,0.15,A-2023-08-14,0.12222222222222222
2023-12-30,0.15,B-2023-08-14,0.19753086419753085
2023-12-30,0.15,C-2023-08-14,0.1259259259259259
2023-12-30,0.15,D-2023-08-14,0.2074074074074074
2023-12-30,0.15,E-2023-08-14,0.1
2023-12-30,0.15,F-2023-08-14,0.24691358024691357
2024-01-06,0.15,A-2023-08-14,0.1271604938271605
2024-01-06,0.15,B-2023-08-14,0.18395061728395062
2024-01-06,0.15,C-2023-08-14,0.12469135802469136
2024-01-06,0.15,D-2023-08-14,0.2123456790123457
2024-01-06,0.15,E-2023-08-14,0.09382716049382717
2024-01-06,0.15,F-2023-08-14,0.2580246913580247
2024-01-13,0.15,A-2023-08-14,0.1617283950617284
2024-01-13,0.15,B-2023-08-14,0.16666666666666666
2024-01-13,0.15,C-2023-08-14,0.09876543209876543
2024-01-13,0.15,D-2023-08-14,0.21604938271604937
2024-01-13,0.15,E-2023-08-14,0.08888888888888889
2024-01-13,0.15,F-2023-08-14,0.2679012345679012
2024-01-20,0.15,A-2023-08-14,0.17407407407407408
2024-01-20,0.15,B-2023-08-14,0.18024691358024691
2024-01-20,0.15,C-2023-08-14,0.09259259259259259
2024-01-20,0.15,D-2023-08-14,0.24074074074074073
2024-01-20,0.15,E-2023-08-14,0.08395061728395062
2024-01-20,0.15,F-2023-08-14,0.22839506172839505
2024-01-27,0.15,A-2023-08-14,0.16296296296296298
2024-01-27,0.15,B-2023-08-14,0.20493827160493827
2024-01-27,0.15,C-2023-08-14,0.07654320987654321
2024-01-27,0.15,D-2023-08-14,0.2839506172839506
2024-01-27,0.15,E-2023-08-14,0.07407407407407407
2024-01-27,0.15,F-2023-08-14,0.19753086419753085
2024-02-03,0.15,A-2023-08-14,0.16296296296296298
2024-02-03,0.15,B-2023-08-14,0.24938271604938272
2024-02-03,0.15,C-2023-08-14,0.06049382716049383
2024-02-03,0.15,D-2023-08-14,0.29506172839506173
2024-02-03,0.15,E-2023-08-14,0.06049382716049383
2024-02-03,0.15,F-2023-08-14,0.17160493827160495
2024-02-10,0.15,A-2023-08-14,0.16419753086419753
2024-02-10,0.15,B-2023-08-14,0.2876543209876543
2024-02-10,0.15,C-2023-08-14,0.04814814814814815
2024-02-10,0.15,D-2023-08-14,0.2814814814814815
2024-02-10,0.15,E-2023-08-14,0.056790123456790124
2024-02-10,0.15,F-2023-08-14,0.1617283950617284
2024-02-17,0.15,A-2023-08-14,0.16913580246913582
2024-02-17,0.15,B-2023-08-14,0.3074074074074074
2024-02-17,0.15,C-2023-08-14,0.04814814814814815
2024-02-17,0.15,D-2023-08-14,0.2691358024691358
2024-02-17,0.15,E-2023-08-14,0.05432098765432099
2024-02-17,0.15,F-2023-08-14,0.15185185185185185
2024-02-24,0.15,A-2023-08-14,0.15925925925925927
2024-02-24,0.15,B-2023-08-14,0.3345679012345679
2024-02-24,0.15,C-2023-08-14,0.04691358024691358
2024-02-24,0.15,D-2023-08-14,0.26049382716049385
2024-02-24,0.15,E-2023-08-14,0.05308641975308642
2024-02-24,0.15,F-2023-08-14,0.145679012345679
2024-03-02,0.15,A-2023-08-14,0.15555555555555556
2024-03-02,0.15,B-2023-08-14,0.3395061728395062
2024-03-02,0.15,C-2023-08-14,0.050617283950617285
2024-03-02,0.15,D-2023-08-14,0.25555555555555554
2024-03-02,0.15,E-2023-08-14,0.05555555555555555
2024-03-02,0.15,F-2023-08-14,0.14320987654320988
2024-03-09,0.15,A-2023-08-14,0.16296296296296298
2024-03-09,0.15,B-2023-08-14,0.32839506172839505
2024-03-09,0.15,C-2023-08-14,0.05802469135802469
2024-03-09,0.15,D-2023-08-14,0.24938271604938272
2024-03-09,0.15,E-2023-08-14,0.06049382716049383
2024-03-09,0.15,F-2023-08-14,0.14074074074074075
2024-03-16,0.15,A-2023-08-14,0.16666666666666666
2024-03-16,0.15,B-2023-08-14,0.3197530864197531
2024-03-16,0.15,C-2023-08-14,0.06172839506172839
2024-03-16,0.15,D-2023-08-14,0.25308641975308643
2024-03-16,0.15,E-2023-08-14,0.06296296296296296
2024-03-16,0.15,F-2023-08-14,0.13580246913580246
2024-03-23,0.15,A-2023-08-14,0.1654320987654321
2024-03-23,0.15,B-2023-08-14,0.3172839506172839
2024-03-23,0.15,C-2023-08-14,0.06296296296296296
2024-03-23,0.15,D-2023-08-14,0.25308641975308643
2024-03-23,0.15,E-2023-08-14,0.06296296296296296
2024-03-23,0.15,F-2023-08-14,0.1382716049382716
2024-03-30,0.15,A-2023-08-14,0.16666666666666666
2024-03-30,0.15,B-2023-08-14,0.3172839506172839
2024-03-30,0.15,C-2023-08-14,0.06419753086419754
2024-03-30,0.15,D-2023-08-14,0.2518518518518518
2024-03-30,0.15,E-2023-08-14,0.06666666666666667
2024-03-30,0.15,F-2023-08-14,0.13333333333333333
2024-04-06,0.15,A-2023-08-14,0.16790123456790124
2024-04-06,0.15,B-2023-08-14,0.3111111111111111
2024-04-06,0.15,C-2023-08-14,0.06172839506172839
2024-04-06,0.15,D-2023-08-14,0.25555555555555554
2024-04-06,0.15,E-2023-08-14,0.07160493827160494
2024-04-06,0.15,F-2023-08-14,0.13209876543209875
2024-04-13,0.15,A-2023-08-14,0.16790123456790124
2024-04-13,0.15,B-2023-08-14,0.3074074074074074
2024-04-13,0.15,C-2023-08-14,0.06296296296296296
2024-04-13,0.15,D-2023-08-14,0.2580246913580247
2024-04-13,0.15,E-2023-08-14,0.07160493827160494
2024-04-13,0.15,F-2023-08-14,0.13209876543209875
2024-04-20,0.15,A-2023-08-14,0.17037037037037037
2024-04-20,0.15,B-2023-08-14,0.30246913580246915
2024-04-20,0.15,C-2023-08-14,0.0654320987654321
2024-04-20,0.15,D-2023-08-14,0.25555555555555554
2024-04-20,0.15,E-2023-08-14,0.07037037037037037
2024-04-20,0.15,F-2023-08-14,0.13580246913580246
2023-11-04,0.25,A-2023-08-14,0.16592592592592592
2023-11-04,0.25,B-2023-08-14,0.16666666666666666
2023-11-04,0.25,C-2023-08-14,0.15333333333333332
2023-11-04,0.25,D-2023-08-14,0.16592592592592592
2023-11-04,0.25,E-2023-08-14,0.19037037037037038
2023-11-04,0.25,F-2023-08-14,0.15777777777777777
2023-11-11,0.25,A-2023-08-14,0.14814814814814814
2023-11-11,0.25,B-2023-08-14,0.1874074074074074
2023-11-11,0.25,C-2023-08-14,0.14222222222222222
2023-11-11,0.25,D-2023-08-14,0.18814814814814815
2023-11-11,0.25,E-2023-08-14,0.16296296296296298
2023-11-11,0.25,F-2023-08-14,0.1711111111111111
2023-11-18,0.25,A-2023-08-14,0.1451851851851852
2023-11-18,0.25,B-2023-08-14,0.19703703703703704
2023-11-18,0.25,C-2023-08-14,0.13407407407407407
2023-11-18,0.25,D-2023-08-14,0.1925925925925926
2023-11-18,0.25,E-2023-08-14,0.15407407407407409
2023-11-18,0.25,F-2023-08-14,0.17703703703703705
2023-11-25,0.25,A-2023-08-14,0.12444444444444444
2023-11-25,0.25,B-2023-08-14,0.2088888888888889
2023-11-25,0.25,C-2023-08-14,0.1288888888888889
2023-11-25,0.25,D-2023-08-14,0.20666666666666667
2023-11-25,0.25,E-2023-08-14,0.1474074074074074
2023-11-25,0.25,F-2023-08-14,0.1837037037037037
2023-12-02,0.25,A-2023-08-14,0.12148148148148148
2023-12-02,0.25,B-2023-08-14,0.2162962962962963
2023-12-02,0.25,C-2023-08-14,0.1237037037037037
2023-12-02,0.25,D-2023-08-14,0.1985185185185185
2023-12-02,0.25,E-2023-08-14,0.1451851851851852
2023-12-02,0.25,F-2023-08-14,0.1948148148148148
2023-12-09,0.25,A-2023-08-14,0.11851851851851852
2023-12-09,0.25,B-2023-08-14,0.2162962962962963
2023-12-09,0.25,C-2023-08-14,0.12
2023-12-09,0.25,D-2023-08-14,0.19925925925925925
2023-12-09,0.25,E-2023-08-14,0.14222222222222222
2023-12-09,0.25,F-2023-08-14,0.2037037037037037
2023-12-16,0.25,A-2023-08-14,0.12074074074074075
2023-12-16,0.25,B-2023-08-14,0.22074074074074074
2023-12-16,0.25,C-2023-08-14,0.12222222222222222
2023-12-16,0.25,D-2023-08-14,0.2051851851851852
2023-12-16,0.25,E-2023-08-14,0.1325925925925926
2023-12-16,0.25,F-2023-08-14,0.1985185185185185
2023-12-23,0.25,A-2023-08-14,0.1259259259259259
2023-12-23,0.25,B-2023-08-14,0.21703703703703703
2023-12-23,0.25,C-2023-08-14,0.11407407407407408
2023-12-23,0.25,D-2023-08-14,0.21555555555555556
2023-12-23,0.25,E-2023-08-14,0.12
2023-12-23,0.25,F-2023-08-14,0.2074074074074074
2023-12-30,0.25,A-2023-08-14,0.12444444444444444
2023-12-30,0.25,B-2023-08-14,0.19555555555555557
2023-12-30,0.25,C-2023-08-14,0.12222222222222222
2023-12-30,0.25,D-2023-08-14,0.21703703703703703
2023-12-30,0.25,E-2023-08-14,0.1037037037037037
2023-12-30,0.25,F-2023-08-14,0.23703703703703705
2024-01-06,0.25,A-2023-08-14,0.13703703703703704
2024-01-06,0.25,B-2023-08-14,0.17629629629629628
2024-01-06,0.25,C-2023-08-14,0.1274074074074074
2024-01-06,0.25,D-2023-08-14,0.2162962962962963
2024-01-06,0.25,E-2023-08-14,0.09777777777777778
2024-01-06,0.25,F-2023-08-14,0.24518518518518517
2024-01-13,0.25,A-2023-08-14,0.15185185185185185
2024-01-13,0.25,B-2023-08-14,0.17333333333333334
2024-01-13,0.25,C-2023-08-14,0.1111111111111111
2024-01-13,0.25,D-2023-08-14,0.2288888888888889
2024-01-13,0.25,E-2023-08-14,0.09037037037037036
2024-01-13,0.25,F-2023-08-14,0.24444444444444444
2024-01-20,0.25,A-2023-08-14,0.16444444444444445
2024-01-20,0.25,B-2023-08-14,0.18
2024-01-20,0.25,C-2023-08-14,0.09185185185185185
2024-01-20,0.25,D-2023-08-14,0.25037037037037035
2024-01-20,0.25,E-2023-08-14,0.08518518518518518
2024-01-20,0.25,F-2023-08-14,0.22814814814814816
2024-01-27,0.25,A-2023-08-14,0.16296296296296298
2024-01-27,0.25,B-2023-08-14,0.20444444444444446
2024-01-27,0.25,C-2023-08-14,0.08592592592592592
2024-01-27,0.25,D-2023-08-14,0.2696296296296296
2024-01-27,0.25,E-2023-08-14,0.07407407407407407
2024-01-27,0.25,F-2023-08-14,0.20296296296296296
2024-02-03,0.25,A-2023-08-14,0.15851851851851853
2024-02-03,0.25,B-2023-08-14,0.2311111111111111
2024-02-03,0.25,C-2023-08-14,0.07555555555555556
2024-02-03,0.25,D-2023-08-14,0.2837037037037037
2024-02-03,0.25,E-2023-08-14,0.06962962962962962
2024-02-03,0.25,F-2023-08-14,0.1814814814814815
2024-02-10,0.25,A-2023-08-14,0.15851851851851853
2024-02-10,0.25,B-2023-08-14,0.2659259259259259
2024-02-10,0.25,C-2023-08-14,0.0674074074074074
2024-02-10,0.25,D-2023-08-14,0.2903703703703704
2024-02-10,0.25,E-2023-08-14,0.05851851851851852
2024-02-10,0.25,F-2023-08-14,0.15925925925925927
2024-02-17,0.25,A-2023-08-14,0.1688888888888889
2024-02-17,0.25,B-2023-08-14,0.28074074074074074
2024-02-17,0.25,C-2023-08-14,0.06
2024-02-17,0.25,D-2023-08-14,0.27925925925925926
2024-02-17,0.25,E-2023-08-14,0.05555555555555555
2024-02-17,0.25,F-2023-08-14,0.15555555555555556
2024-02-24,0.25,A-2023-08-14,0.17407407407407408
2024-02-24,0.25,B-2023-08-14,0.28444444444444444
2024-02-24,0.25,C-2023-08-14,0.0637037037037037
2024-02-24,0.25,D-2023-08-14,0.27037037037037037
2024-02-24,0.25,E-2023-08-14,0.057777777777777775
2024-02-24,0.25,F-2023-08-14,0.14962962962962964
2024-03-02,0.25,A-2023-08-14,0.17703703703703705
2024-03-02,0.25,B-2023-08-14,0.2866666666666667
2024-03-02,0.25,C-2023-08-14,0.06592592592592593
2024-03-02,0.25,D-2023-08-14,0.26222222222222225
2024-03-02,0.25,E-2023-08-14,0.061481481481481484
2024-03-02,0.25,F-2023-08-14,0.14666666666666667
2024-03-09,0.25,A-2023-08-14,0.17703703703703705
2024-03-09,0.25,B-2023-08-14,0.2851851851851852
2024-03-09,0.25,C-2023-08-14,0.07185185185185185
2024-03-09,0.25,D-2023-08-14,0.2607407407407407
2024-03-09,0.25,E-2023-08-14,0.0637037037037037
2024-03-09,0.25,F-2023-08-14,0.14148148148148149
2024-03-16,0.25,A-2023-08-14,0.1725925925925926
2024-03-16,0.25,B-2023-08-14,0.2874074074074074
2024-03-16,0.25,C-2023-08-14,0.07407407407407407
2024-03-16,0.25,D-2023-08-14,0.2577777777777778
2024-03-16,0.25,E-2023-08-14,0.06444444444444444
2024-03-16,0.25,F-2023-08-14,0.1437037037037037
2024-03-23,0.25,A-2023-08-14,0.17185185185185184
2024-03-23,0.25,B-2023-08-14,0.2814814814814815
2024-03-23,0.25,C-2023-08-14,0.07629629629629629
2024-03-23,0.25,D-2023-08-14,0.25555555555555554
2024-03-23,0.25,E-2023-08-14,0.06666666666666667
2024-03-23,0.25,F-2023-08-14,0.14814814814814814
2024-03-30,0.25,A-2023-08-14,0.1711111111111111
2024-03-30,0.25,B-2023-08-14,0.27925925925925926
2024-03-30,0.25,C-2023-08-14,0.07777777777777778
2024-03-30,0.25,D-2023-08-14,0.2548148148148148
2024-03-30,0.25,E-2023-08-14,0.0674074074074074
2024-03-30,0.25,F-2023-08-14,0.14962962962962964
2024-04-06,0.25,A-2023-08-14,0.16962962962962963
2024-04-06,0.25,B-2023-08-14,0.28
2024-04-06,0.25,C-2023-08-14,0.07629629629629629
2024-04-06,0.25,D-2023-08-14,0.25555555555555554
2024-04-06,0.25,E-2023-08-14,0.0674074074074074
2024-04-06,0.25,F-2023-08-14,0.1511111111111111
2024-04-13,0.25,A-2023-08-14,0.1711111111111111
2024-04-13,0.25,B-2023-08-14,0.2762962962962963
2024-04-13,0.25,C-2023-08-14,0.07703703703703704
2024-04-13,0.25,D-2023-08-14,0.2577777777777778
2024-04-13,0.25,E-2023-08-14,0.06962962962962962
2024-04-13,0.25,F-2023-08-14,0.14814814814814814
2024-04-20,0.25,A-2023-08-14,0.17185185185185184
2024-04-20,0.25,B-2023-08-14,0.277037037037037
2024-04-20,0.25,C-2023-08-14,0.07925925925925927
2024-04-20,0.25,D-2023-08-14,0.25555555555555554
2024-04-20,0.25,E-2023-08-14,0.06962962962962962
2024-04-20,0.25,F-2023-08-14,0.14666666666666667
2023-11-04,0.5,A-2023-08-14,0.1737037037037037
2023-11-04,0.5,B-2023-08-14,0.15703703703703703
2023-11-04,0.5,C-2023-08-14,0.16111111111111112
2023-11-04,0.5,D-2023-08-14,0.1711111111111111
2023-11-04,0.5,E-2023-08-14,0.16814814814814816
2023-11-04,0.5,F-2023-08-14,0.1688888888888889
2023-11-11,0.5,A-2023-08-14,0.1574074074074074
2023-11-11,0.5,B-2023-08-14,0.17074074074074075
2023-11-11,0.5,C-2023-08-14,0.1448148148148148
2023-11-11,0.5,D-2023-08-14,0.19037037037037038
2023-11-11,0.5,E-2023-08-14,0.1514814814814815
2023-11-11,0.5,F-2023-08-14,0.18518518518518517
2023-11-18,0.5,A-2023-08-14,0.14925925925925926
2023-11-18,0.5,B-2023-08-14,0.18407407407407408
2023-11-18,0.5,C-2023-08-14,0.13814814814814816
2023-11-18,0.5,D-2023-08-14,0.1962962962962963
2023-11-18,0.5,E-2023-08-14,0.1451851851851852
2023-11-18,0.5,F-2023-08-14,0.18703703703703703
2023-11-25,0.5,A-2023-08-14,0.14148148148148149
2023-11-25,0.5,B-2023-08-14,0.19333333333333333
2023-11-25,0.5,C-2023-08-14,0.13444444444444445
2023-11-25,0.5,D-2023-08-14,0.20148148148148148
2023-11-25,0.5,E-2023-08-14,0.13777777777777778
2023-11-25,0.5,F-2023-08-14,0.19148148148148147
2023-12-02,0.5,A-2023-08-14,0.13814814814814816
2023-12-02,0.5,B-2023-08-14,0.19814814814814816
2023-12-02,0.5,C-2023-08-14,0.13555555555555557
2023-12-02,0.5,D-2023-08-14,0.19962962962962963
2023-12-02,0.5,E-2023-08-14,0.13666666666666666
2023-12-02,0.5,F-2023-08-14,0.19185185185185186
2023-12-09,0.5,A-2023-08-14,0.1374074074074074
2023-12-09,0.5,B-2023-08-14,0.19740740740740742
2023-12-09,0.5,C-2023-08-14,0.13518518518518519
2023-12-09,0.5,D-2023-08-14,0.20185185185185187
